# BCCWJ 短単位語彙表 ver1.0 (NINJAL, doi:10.15084/00003218) — palavras de conteúdo por lema UniDic,
# ordenadas pelo registro coloquial: Yahoo!知恵袋 (OC) + Yahoo!ブログ (OY), pmw somado.
# rank	lemma	lForm	pos	coloquial_pmw	geral_pmw
31168	純朴	ジュンボク	名詞-普通名詞-形状詞可能	0.784	0.765
31169	内観	ナイカン	名詞-普通名詞-サ変可能	0.784	0.707
31170	偏光	ヘンコウ	名詞-普通名詞-一般	0.784	0.679
31171	口金	クチガネ	名詞-普通名詞-一般	0.784	0.650
31172	天寿	テンジュ	名詞-普通名詞-一般	0.784	0.650
31173	手箱	テバコ	名詞-普通名詞-一般	0.784	0.612
31174	アンダーグラウンド	アンダーグラウンド	名詞-普通名詞-一般	0.784	0.602
31175	のさばる	ノサバル	動詞-一般	0.784	0.583
31176	オナー	オナー	名詞-普通名詞-一般	0.784	0.564
31177	きいきい	キイキイ	副詞	0.784	0.564
31178	生半可	ナマハンカ	形状詞-一般	0.784	0.545
31179	撒水	サンスイ	名詞-普通名詞-サ変可能	0.784	0.535
31180	トルマリン	トルマリン	名詞-普通名詞-一般	0.784	0.535
31181	オーバーオール	オーバーオール	名詞-普通名詞-一般	0.784	0.526
31182	オーパ	オーパ	名詞-普通名詞-一般	0.784	0.526
31183	接線	セッセン	名詞-普通名詞-一般	0.784	0.516
31184	フィルタリング	フィルタリング	名詞-普通名詞-サ変可能	0.784	0.516
31185	胎生	タイセイ	名詞-普通名詞-一般	0.784	0.507
31186	スクーリング	スクーリング	名詞-普通名詞-一般	0.784	0.478
31187	喜寿	キジュ	名詞-普通名詞-一般	0.784	0.468
31188	白薔薇	シロバラ	名詞-普通名詞-一般	0.784	0.468
31189	アントシアニン	アントシアニン	名詞-普通名詞-一般	0.784	0.459
31190	粉乳	フンニュウ	名詞-普通名詞-一般	0.784	0.459
31191	愛飲	アイイン	名詞-普通名詞-サ変可能	0.784	0.449
31192	横棒	ヨコボウ	名詞-普通名詞-一般	0.784	0.440
31193	炉端	ロバタ	名詞-普通名詞-一般	0.784	0.421
31194	淡色	タンショク	名詞-普通名詞-一般	0.784	0.392
31195	ポマード	ポマード	名詞-普通名詞-一般	0.784	0.373
31196	歯根	シコン	名詞-普通名詞-一般	0.784	0.354
31197	商学	ショウガク	名詞-普通名詞-一般	0.784	0.354
31198	色斑	イロムラ	名詞-普通名詞-一般	0.784	0.335
31199	忌引き	キビキ	名詞-普通名詞-一般	0.784	0.315
31200	サーマル	サーマル	名詞-普通名詞-一般	0.784	0.306
31201	客寄せ	キャクヨセ	名詞-普通名詞-一般	0.784	0.296
31202	市名	シメイ	名詞-普通名詞-一般	0.784	0.287
31203	院号	インゴウ	名詞-普通名詞-一般	0.784	0.277
31204	アクロバチック	アクロバチック	形状詞-一般	0.784	0.249
31205	しゃくれる	シャクレル	動詞-一般	0.784	0.249
31206	丸目	マルメ	名詞-普通名詞-一般	0.784	0.220
31207	無賃	ムチン	名詞-普通名詞-一般	0.784	0.220
31208	コヒーレント	コヒーレント	名詞-普通名詞-一般	0.784	0.210
31209	ずばずば	ズバズバ	副詞	0.784	0.210
31210	幅寄せ	ハバヨセ	名詞-普通名詞-サ変可能	0.784	0.201
31211	ころりん	コロリン	副詞	0.784	0.182
31212	スポ根	スポコン	名詞-普通名詞-一般	0.784	0.182
31213	鍋掴み	ナベツカミ	名詞-普通名詞-一般	0.784	0.182
31214	ビコーズ	ビコーズ	名詞-普通名詞-一般	0.784	0.182
31215	風量	フウリョウ	名詞-普通名詞-一般	0.784	0.163
31216	根比べ	コンクラベ	名詞-普通名詞-一般	0.784	0.153
31217	びちゃびちゃ	ビチャビチャ	副詞	0.784	0.153
31218	竜舌	リュウゼツ	名詞-普通名詞-一般	0.784	0.143
31219	吹鳴	スイメイ	名詞-普通名詞-サ変可能	0.784	0.134
31220	雨降らし	アメフラシ	名詞-普通名詞-一般	0.784	0.124
31221	裾上げ	スソアゲ	名詞-普通名詞-サ変可能	0.784	0.124
31222	代替え	ダイガエ	名詞-普通名詞-一般	0.784	0.124
31223	糠喜び	ヌカヨロコビ	名詞-普通名詞-一般	0.784	0.124
31224	売り時	ウリドキ	名詞-普通名詞-一般	0.784	0.115
31225	コルサ	コルサ	名詞-普通名詞-一般	0.784	0.115
31226	智弁	チベン	名詞-普通名詞-一般	0.784	0.115
31227	主事	シュジ	名詞-普通名詞-一般	0.783	2.533
31228	取り決める	トリキメル	動詞-一般	0.783	2.504
31229	組員	クミイン	名詞-普通名詞-一般	0.783	1.797
31230	オーガズム	オーガズム	名詞-普通名詞-一般	0.783	1.778
31231	左辺	サヘン	名詞-普通名詞-一般	0.783	1.482
31232	論述	ロンジュツ	名詞-普通名詞-サ変可能	0.783	1.338
31233	胆汁	タンジュウ	名詞-普通名詞-一般	0.783	1.310
31234	免状	メンジョウ	名詞-普通名詞-一般	0.783	1.310
31235	オンワード	オンワード	名詞-普通名詞-一般	0.783	1.252
31236	接尾	セツビ	名詞-普通名詞-サ変可能	0.783	1.252
31237	狢	ムジナ	名詞-普通名詞-一般	0.783	1.118
31238	豊満	ホウマン	名詞-普通名詞-形状詞可能	0.783	1.023
31239	忌み	イミ	名詞-普通名詞-一般	0.783	0.889
31240	見せしめ	ミセシメ	名詞-普通名詞-一般	0.783	0.870
31241	木屑	キクズ	名詞-普通名詞-一般	0.783	0.860
31242	メーリング	メーリング	名詞-普通名詞-一般	0.783	0.851
31243	オーム	オーム	名詞-普通名詞-助数詞可能	0.783	0.698
31244	色数	イロカズ	名詞-普通名詞-一般	0.783	0.650
31245	呂律	ロレツ	名詞-普通名詞-一般	0.783	0.640
31246	虫垂	チュウスイ	名詞-普通名詞-一般	0.783	0.574
31247	礼装	レイソウ	名詞-普通名詞-一般	0.783	0.564
31248	落ち零れる	オチコボレル	動詞-一般	0.783	0.554
31249	蓚酸	シュウサン	名詞-普通名詞-一般	0.783	0.535
31250	持ち合わせ	モチアワセ	名詞-普通名詞-一般	0.783	0.507
31251	原票	ゲンピョウ	名詞-普通名詞-一般	0.783	0.497
31252	酒乱	シュラン	名詞-普通名詞-一般	0.783	0.488
31253	アブソーバー	アブソーバー	名詞-普通名詞-一般	0.783	0.478
31254	やっかむ	ヤッカム	動詞-一般	0.783	0.478
31255	歯学	シガク	名詞-普通名詞-一般	0.783	0.449
31256	野豚	ノブタ	名詞-普通名詞-一般	0.783	0.440
31257	場数	バカズ	名詞-普通名詞-一般	0.783	0.430
31258	リフティング	リフティング	名詞-普通名詞-一般	0.783	0.430
31259	バーター	バーター	名詞-普通名詞-一般	0.783	0.401
31260	隣地	リンチ	名詞-普通名詞-一般	0.783	0.401
31261	乾煎り	カライリ	名詞-普通名詞-サ変可能	0.783	0.392
31262	霊前	レイゼン	名詞-普通名詞-一般	0.783	0.392
31263	初孫	ハツマゴ	名詞-普通名詞-一般	0.783	0.373
31264	転籍	テンセキ	名詞-普通名詞-サ変可能	0.783	0.363
31265	孑孑	ボウフラ	名詞-普通名詞-一般	0.783	0.325
31266	角界	カッカイ	名詞-普通名詞-一般	0.783	0.306
31267	ピエ	ピエ	名詞-普通名詞-助数詞可能	0.783	0.268
31268	残債	ザンサイ	名詞-普通名詞-一般	0.783	0.249
31269	パルサー	パルサー	名詞-普通名詞-一般	0.783	0.229
31270	田舎育ち	イナカソダチ	名詞-普通名詞-一般	0.783	0.201
31271	病欠	ビョウケツ	名詞-普通名詞-サ変可能	0.783	0.201
31272	虚数	キョスウ	名詞-普通名詞-一般	0.783	0.191
31273	プリメーラ	プリメーラ	名詞-普通名詞-一般	0.783	0.191
31274	スピンドル	スピンドル	名詞-普通名詞-一般	0.783	0.172
31275	犬嫌い	イヌギライ	形状詞-一般	0.783	0.163
31276	締め鯖	シメサバ	名詞-普通名詞-一般	0.783	0.163
31277	粉状	フンジョウ	名詞-普通名詞-一般	0.783	0.153
31278	ぽろん	ポロン	副詞	0.783	0.153
31279	クラリティー	クラリティー	名詞-普通名詞-一般	0.783	0.143
31280	内税	ウチゼイ	名詞-普通名詞-一般	0.783	0.134
31281	血合	チアイ	名詞-普通名詞-一般	0.783	0.134
31282	炎竜	エンリュウ	名詞-普通名詞-一般	0.783	0.124
31283	男受け	オトコウケ	名詞-普通名詞-一般	0.783	0.124
31284	バーナル	バーナル	名詞-普通名詞-一般	0.783	0.124
31285	ＭＤＬ	エムディーエル	名詞-普通名詞-一般	0.783	0.115
31286	米米	コメコメ	名詞-普通名詞-一般	0.783	0.115
31287	相加	ソウカ	名詞-普通名詞-一般	0.783	0.115
31288	べた惚れ	ベタボレ	名詞-普通名詞-一般	0.783	0.115
31289	アビシニアン	アビシニアン	名詞-普通名詞-一般	0.783	0.105
31290	古め	フルメ	形状詞-一般	0.783	0.096
31291	ダバダバ	ダバダバ	名詞-普通名詞-一般	0.783	0.086
31292	腕毛	ウデゲ	名詞-普通名詞-一般	0.783	0.076
31293	エスクロー	エスクロー	名詞-普通名詞-一般	0.783	0.076
31294	ホスティング	ホスティング	名詞-普通名詞-一般	0.783	0.076
31295	前彼	マエカノ	名詞-普通名詞-一般	0.783	0.076
31296	差し止める	サシトメル	動詞-一般	0.782	1.635
31297	精巣	セイソウ	名詞-普通名詞-一般	0.782	1.558
31298	各州	カクシュウ	名詞-普通名詞-一般	0.782	1.501
31299	グルタミン	グルタミン	名詞-普通名詞-一般	0.782	1.176
31300	インデント	インデント	名詞-普通名詞-一般	0.782	1.128
31301	詭弁	キベン	名詞-普通名詞-一般	0.782	1.061
31302	欲情	ヨクジョウ	名詞-普通名詞-一般	0.782	1.013
31303	結線	ケッセン	名詞-普通名詞-サ変可能	0.782	0.889
31304	介党	スケトウ	名詞-普通名詞-一般	0.782	0.784
31305	荷電	カデン	名詞-普通名詞-サ変可能	0.782	0.736
31306	多項	タコウ	名詞-普通名詞-一般	0.782	0.736
31307	ＣＩＣ	シーアイシー	名詞-普通名詞-一般	0.782	0.698
31308	貸し方	カシカタ	名詞-普通名詞-一般	0.782	0.650
31309	御出来	オデキ	名詞-普通名詞-一般	0.782	0.602
31310	白兵	ハクヘイ	名詞-普通名詞-一般	0.782	0.583
31311	両辺	リョウヘン	名詞-普通名詞-一般	0.782	0.583
31312	科料	カリョウ	名詞-普通名詞-一般	0.782	0.554
31313	ＴＯＥＦＬ	トーフル	名詞-普通名詞-一般	0.782	0.554
31314	品詞	ヒンシ	名詞-普通名詞-一般	0.782	0.554
31315	引け目	ヒケメ	名詞-普通名詞-一般	0.782	0.545
31316	高年	コウネン	名詞-普通名詞-一般	0.782	0.535
31317	期中	キチュウ	名詞-普通名詞-一般	0.782	0.526
31318	スクレーパー	スクレーパー	名詞-普通名詞-一般	0.782	0.516
31319	体癌	タイガン	名詞-普通名詞-一般	0.782	0.478
31320	内金	ウチキン	名詞-普通名詞-一般	0.782	0.459
31321	ほじくる	ホジクル	動詞-一般	0.782	0.440
31322	ルックアップ	ルックアップ	名詞-普通名詞-一般	0.782	0.440
31323	ＤＨＣＰ	ディーエイチシーピー	名詞-普通名詞-一般	0.782	0.430
31324	真秀ろば	マホロバ	名詞-普通名詞-一般	0.782	0.401
31325	ユニコード	ユニコード	名詞-普通名詞-一般	0.782	0.401
31326	文頭	ブントウ	名詞-普通名詞-一般	0.782	0.373
31327	婚前	コンゼン	名詞-普通名詞-一般	0.782	0.296
31328	リフィル	リフィル	名詞-普通名詞-一般	0.782	0.296
31329	肩叩き	カタタタキ	名詞-普通名詞-一般	0.782	0.268
31330	聞き方	キキカタ	名詞-普通名詞-一般	0.782	0.268
31331	公簿	コウボ	名詞-普通名詞-一般	0.782	0.239
31332	モジラ	モジラ	名詞-普通名詞-一般	0.782	0.229
31333	ＭＯＳ	エムオーエス	名詞-普通名詞-一般	0.782	0.210
31334	夫側	オットガワ	名詞-普通名詞-一般	0.782	0.210
31335	銭金	ゼニカネ	名詞-普通名詞-一般	0.782	0.210
31336	鳩派	ハトハ	名詞-普通名詞-一般	0.782	0.210
31337	薬疹	ヤクシン	名詞-普通名詞-一般	0.782	0.210
31338	リビルド	リビルド	名詞-普通名詞-サ変可能	0.782	0.210
31339	吐出	トシュツ	名詞-普通名詞-サ変可能	0.782	0.201
31340	涎掛け	ヨダレカケ	名詞-普通名詞-一般	0.782	0.201
31341	恐妻	キョウサイ	名詞-普通名詞-一般	0.782	0.191
31342	ハーバル	ハーバル	名詞-普通名詞-形状詞可能	0.782	0.182
31343	ラテラル	ラテラル	名詞-普通名詞-一般	0.782	0.182
31344	ミニコンポ	ミニコンポ	名詞-普通名詞-一般	0.782	0.172
31345	受け口	ウケグチ	名詞-普通名詞-一般	0.782	0.163
31346	スカジャン	スカジャン	名詞-普通名詞-一般	0.782	0.163
31347	かんてん	カンテン	副詞	0.782	0.153
31348	約分	ヤクブン	名詞-普通名詞-サ変可能	0.782	0.143
31349	頚管	ケイカン	名詞-普通名詞-一般	0.782	0.134
31350	給紙	キュウシ	名詞-普通名詞-サ変可能	0.782	0.124
31351	曇り止め	クモリドメ	名詞-普通名詞-一般	0.782	0.124
31352	茶渋	チャシブ	名詞-普通名詞-一般	0.782	0.124
31353	天汁	テンツユ	名詞-普通名詞-一般	0.782	0.124
31354	外窓	ソトマド	名詞-普通名詞-一般	0.782	0.115
31355	後出し	アトダシ	名詞-普通名詞-一般	0.782	0.105
31356	ウォーリア	ウォーリア	名詞-普通名詞-一般	0.782	0.105
31357	ヘビメタ	ヘビメタ	名詞-普通名詞-一般	0.782	0.105
31358	汗染み	アセジミ	名詞-普通名詞-一般	0.782	0.096
31359	トレドミン	トレドミン	名詞-普通名詞-一般	0.782	0.096
31360	噛み癖	カミグセ	名詞-普通名詞-一般	0.782	0.086
31361	コラテラル	コラテラル	名詞-普通名詞-一般	0.782	0.086
31362	増白	ゾウハク	名詞-普通名詞-一般	0.782	0.086
31363	今かの	イマカノ	名詞-普通名詞-一般	0.782	0.076
31364	ＤＳＯ	ディーエスオー	名詞-普通名詞-一般	0.782	0.076
31365	猫避け	ネコヨケ	名詞-普通名詞-一般	0.782	0.076
31366	思索	シサク	名詞-普通名詞-一般	0.691	2.696
31367	足早	アシバヤ	形状詞-一般	0.691	2.686
31368	銅鐸	ドウタク	名詞-普通名詞-一般	0.691	2.686
31369	右近	ウコン	名詞-普通名詞-一般	0.691	2.390
31370	普請	フシン	名詞-普通名詞-サ変可能	0.691	2.218
31371	座する	ザスル	動詞-一般	0.691	2.189
31372	地滑り	ジスベリ	名詞-普通名詞-一般	0.691	2.065
31373	下図	カズ	名詞-普通名詞-一般	0.691	1.883
31374	出征	シュッセイ	名詞-普通名詞-サ変可能	0.691	1.864
31375	威信	イシン	名詞-普通名詞-一般	0.691	1.816
31376	けたたましい	ケタタマシイ	形容詞-一般	0.691	1.816
31377	追い立てる	オイタテル	動詞-一般	0.691	1.807
31378	ふわり	フワリ	副詞	0.691	1.778
31379	年季	ネンキ	名詞-普通名詞-一般	0.691	1.682
31380	転作	テンサク	名詞-普通名詞-サ変可能	0.691	1.587
31381	能う	アタウ	動詞-非自立可能	0.691	1.520
31382	潟	カタ	名詞-普通名詞-一般	0.691	1.434
31383	入城	ニュウジョウ	名詞-普通名詞-サ変可能	0.691	1.434
31384	照り付ける	テリツケル	動詞-一般	0.691	1.252
31385	別当	ベットウ	名詞-普通名詞-一般	0.691	1.243
31386	まどろむ	マドロム	動詞-一般	0.691	1.233
31387	衛兵	エイヘイ	名詞-普通名詞-一般	0.691	1.224
31388	官舎	カンシャ	名詞-普通名詞-一般	0.691	1.214
31389	納戸	ナンド	名詞-普通名詞-一般	0.691	1.185
31390	兵舎	ヘイシャ	名詞-普通名詞-一般	0.691	1.185
31391	脚部	キャクブ	名詞-普通名詞-一般	0.691	1.166
31392	船出	フナデ	名詞-普通名詞-サ変可能	0.691	1.147
31393	突き動かす	ツキウゴカス	動詞-一般	0.691	1.118
31394	嬰児	エイジ	名詞-普通名詞-一般	0.691	1.109
31395	増補	ゾウホ	名詞-普通名詞-サ変可能	0.691	1.099
31396	陶	トウ	名詞-普通名詞-一般	0.691	1.080
31397	訓示	クンジ	名詞-普通名詞-サ変可能	0.691	1.071
31398	装填	ソウテン	名詞-普通名詞-サ変可能	0.691	1.052
31399	末寺	マツジ	名詞-普通名詞-一般	0.691	1.052
31400	夜風	ヨカゼ	名詞-普通名詞-一般	0.691	1.052
31401	突っ切る	ツッキル	動詞-一般	0.691	0.994
31402	当否	トウヒ	名詞-普通名詞-一般	0.691	0.985
31403	クレソン	クレソン	名詞-普通名詞-一般	0.691	0.975
31404	切り下げる	キリサゲル	動詞-一般	0.691	0.937
31405	只事	タダゴト	名詞-普通名詞-一般	0.691	0.927
31406	常磐	トキワ	名詞-普通名詞-一般	0.691	0.889
31407	捕縛	ホバク	名詞-普通名詞-サ変可能	0.691	0.889
31408	横手	ヨコテ	名詞-普通名詞-一般	0.691	0.889
31409	利他	リタ	名詞-普通名詞-一般	0.691	0.879
31410	墓標	ボヒョウ	名詞-普通名詞-一般	0.691	0.870
31411	矢尻	ヤジリ	名詞-普通名詞-一般	0.691	0.860
31412	崩れ去る	クズレサル	動詞-一般	0.691	0.851
31413	年の暮れ	トシノクレ	名詞-普通名詞-一般	0.691	0.841
31414	祝詞	ノリト	名詞-普通名詞-一般	0.691	0.841
31415	遠望	エンボウ	名詞-普通名詞-サ変可能	0.691	0.832
31416	ノーマリゼーション	ノーマリゼーション	名詞-普通名詞-一般	0.691	0.832
31417	ヨーロピアン	ヨーロピアン	名詞-普通名詞-一般	0.691	0.832
31418	霊性	レイセイ	名詞-普通名詞-一般	0.691	0.822
31419	歓呼	カンコ	名詞-普通名詞-サ変可能	0.691	0.813
31420	眼蔵	ゲンゾウ	名詞-普通名詞-一般	0.691	0.813
31421	順風	ジュンプウ	名詞-普通名詞-一般	0.691	0.813
31422	絶え絶え	タエダエ	形状詞-一般	0.691	0.813
31423	染め物	ソメモノ	名詞-普通名詞-一般	0.691	0.803
31424	恋う	コウ	動詞-一般	0.691	0.774
31425	勧請	カンジョウ	名詞-普通名詞-サ変可能	0.691	0.765
31426	ニューヨーカー	ニューヨーカー	名詞-普通名詞-一般	0.691	0.765
31427	灌頂	カンジョウ	名詞-普通名詞-一般	0.691	0.755
31428	精舎	ショウジャ	名詞-普通名詞-一般	0.691	0.755
31429	業況	ギョウキョウ	名詞-普通名詞-一般	0.691	0.746
31430	躙り寄る	ニジリヨル	動詞-一般	0.691	0.736
31431	ウォッチャー	ウォッチャー	名詞-普通名詞-一般	0.691	0.717
31432	胸像	キョウゾウ	名詞-普通名詞-一般	0.691	0.717
31433	プランテーション	プランテーション	名詞-普通名詞-一般	0.691	0.707
31434	シエスタ	シエスタ	名詞-普通名詞-一般	0.691	0.698
31435	拙速	セッソク	名詞-普通名詞-形状詞可能	0.691	0.698
31436	横殴り	ヨコナグリ	名詞-普通名詞-一般	0.691	0.698
31437	軛	クビキ	名詞-普通名詞-一般	0.691	0.688
31438	着生	チャクセイ	名詞-普通名詞-サ変可能	0.691	0.688
31439	変死	ヘンシ	名詞-普通名詞-サ変可能	0.691	0.688
31440	盟約	メイヤク	名詞-普通名詞-一般	0.691	0.688
31441	六道	リクドウ	名詞-普通名詞-一般	0.691	0.688
31442	一閃	イッセン	名詞-普通名詞-サ変可能	0.691	0.679
31443	ガーゴイル	ガーゴイル	名詞-普通名詞-一般	0.691	0.679
31444	明	メイ	名詞-普通名詞-一般	0.691	0.679
31445	粗削り	アラケズリ	名詞-普通名詞-サ変形状詞可能	0.691	0.640
31446	円熟	エンジュク	名詞-普通名詞-サ変可能	0.691	0.640
31447	鬩ぎ合い	セメギアイ	名詞-普通名詞-一般	0.691	0.640
31448	カルデラ	カルデラ	名詞-普通名詞-一般	0.691	0.631
31449	句碑	クヒ	名詞-普通名詞-一般	0.691	0.631
31450	夏越	ナゴシ	名詞-普通名詞-一般	0.691	0.631
31451	築堤	チクテイ	名詞-普通名詞-サ変可能	0.691	0.621
31452	カマー	カマー	名詞-普通名詞-一般	0.691	0.593
31453	鎮護	チンゴ	名詞-普通名詞-サ変可能	0.691	0.593
31454	蹴落とす	ケオトス	動詞-一般	0.691	0.583
31455	厳冬	ゲントウ	名詞-普通名詞-一般	0.691	0.574
31456	堂内	ドウナイ	名詞-普通名詞-一般	0.691	0.574
31457	示現	ジゲン	名詞-普通名詞-サ変可能	0.691	0.564
31458	パネリスト	パネリスト	名詞-普通名詞-一般	0.691	0.564
31459	舞姫	マイヒメ	名詞-普通名詞-一般	0.691	0.564
31460	晩春	バンシュン	名詞-普通名詞-一般	0.691	0.564
31461	雲竜	ウンリュウ	名詞-普通名詞-一般	0.691	0.545
31462	祖神	ソシン	名詞-普通名詞-一般	0.691	0.545
31463	たおやか	タオヤカ	形状詞-一般	0.691	0.545
31464	楼門	ロウモン	名詞-普通名詞-一般	0.691	0.545
31465	水郷	スイゴウ	名詞-普通名詞-一般	0.691	0.526
31466	酒樽	サカダル	名詞-普通名詞-一般	0.691	0.516
31467	弊	ヘイ	名詞-普通名詞-一般	0.691	0.516
31468	蘇鉄	ソテツ	名詞-普通名詞-一般	0.691	0.507
31469	日劇	ニチゲキ	名詞-普通名詞-一般	0.691	0.507
31470	猛進	モウシン	名詞-普通名詞-サ変可能	0.691	0.507
31471	筆舌	ヒツゼツ	名詞-普通名詞-一般	0.691	0.497
31472	古刹	コサツ	名詞-普通名詞-一般	0.691	0.478
31473	麦飯	ムギメシ	名詞-普通名詞-一般	0.691	0.478
31474	炊き上げる	タキアゲル	動詞-一般	0.691	0.468
31475	別院	ベツイン	名詞-普通名詞-一般	0.691	0.459
31476	金棒	カナボウ	名詞-普通名詞-一般	0.691	0.449
31477	画角	ガカク	名詞-普通名詞-一般	0.691	0.449
31478	伝法	デンボウ	名詞-普通名詞-形状詞可能	0.691	0.449
31479	廃仏	ハイブツ	名詞-普通名詞-一般	0.691	0.449
31480	蝦蟇	ガマガエル	名詞-普通名詞-一般	0.691	0.440
31481	桿菌	カンキン	名詞-普通名詞-一般	0.691	0.440
31482	御製	ギョセイ	名詞-普通名詞-一般	0.691	0.430
31483	舞い落ちる	マイオチル	動詞-一般	0.691	0.430
31484	冷や酒	ヒヤザケ	名詞-普通名詞-一般	0.691	0.421
31485	茶話	サワ	名詞-普通名詞-一般	0.691	0.411
31486	銅鏡	ドウキョウ	名詞-普通名詞-一般	0.691	0.411
31487	バインド	バインド	名詞-普通名詞-一般	0.691	0.411
31488	副将	フクショウ	名詞-普通名詞-一般	0.691	0.411
31489	魏書	ギショ	名詞-普通名詞-一般	0.691	0.401
31490	小楢	コナラ	名詞-普通名詞-一般	0.691	0.401
31491	大日	ダイニチ	名詞-普通名詞-一般	0.691	0.392
31492	掘り上げる	ホリアゲル	動詞-一般	0.691	0.392
31493	仲店	ナカミセ	名詞-普通名詞-一般	0.691	0.382
31494	名演	メイエン	名詞-普通名詞-一般	0.691	0.382
31495	越年	エツネン	名詞-普通名詞-サ変可能	0.691	0.382
31496	山鳥	ヤマドリ	名詞-普通名詞-一般	0.691	0.373
31497	黄檗	オウバク	名詞-普通名詞-一般	0.691	0.363
31498	総立ち	ソウダチ	名詞-普通名詞-一般	0.691	0.354
31499	振り向き	フリムキ	名詞-普通名詞-一般	0.691	0.344
31500	プリンシパル	プリンシパル	名詞-普通名詞-形状詞可能	0.691	0.344
31501	みな	ミナ	名詞-普通名詞-一般	0.691	0.325
31502	ワール	ワール	名詞-普通名詞-一般	0.691	0.325
31503	ゴング	ゴング	名詞-普通名詞-一般	0.691	0.315
31504	奏楽	ソウガク	名詞-普通名詞-サ変可能	0.691	0.306
31505	ＥＬＩＺＡ	エライザ	名詞-普通名詞-一般	0.691	0.296
31506	稲架	ハサ	名詞-普通名詞-一般	0.691	0.296
31507	大鷹	オオタカ	名詞-普通名詞-一般	0.691	0.287
31508	オリオール	オリオール	名詞-普通名詞-一般	0.691	0.277
31509	直衣	ノウシ	名詞-普通名詞-一般	0.691	0.277
31510	満願	マンガン	名詞-普通名詞-一般	0.691	0.277
31511	雪玉	ユキダマ	名詞-普通名詞-一般	0.691	0.277
31512	入定	ニュウジョウ	名詞-普通名詞-サ変可能	0.691	0.268
31513	白膠木	ヌルデ	名詞-普通名詞-一般	0.691	0.268
31514	一難	イチナン	名詞-普通名詞-一般	0.691	0.258
31515	瀬音	セオト	名詞-普通名詞-一般	0.691	0.258
31516	走法	ソウホウ	名詞-普通名詞-一般	0.691	0.258
31517	テンペラ	テンペラ	名詞-普通名詞-一般	0.691	0.258
31518	デポルティーボ	デポルティーボ	名詞-普通名詞-一般	0.691	0.258
31519	芋畑	イモバタケ	名詞-普通名詞-一般	0.691	0.249
31520	今夕	コンユウ	名詞-普通名詞-副詞可能	0.691	0.249
31521	サライ	サライ	名詞-普通名詞-一般	0.691	0.249
31522	道脇	ミチワキ	名詞-普通名詞-一般	0.691	0.249
31523	油壺	アブラツボ	名詞-普通名詞-一般	0.691	0.239
31524	月休	ゲツキュウ	名詞-普通名詞-一般	0.691	0.239
31525	死没	シボツ	名詞-普通名詞-サ変可能	0.691	0.239
31526	跋	バツ	名詞-普通名詞-一般	0.691	0.239
31527	寄り切る	ヨリキル	動詞-一般	0.691	0.239
31528	レーカー	レーカー	名詞-普通名詞-一般	0.691	0.239
31529	掻き込む	カキコム	動詞-一般	0.691	0.229
31530	着外	チャクガイ	名詞-普通名詞-一般	0.691	0.229
31531	春霞	ハルガスミ	名詞-普通名詞-一般	0.691	0.229
31532	サンガ	サンガ	名詞-普通名詞-一般	0.691	0.220
31533	鶲	ヒタキ	名詞-普通名詞-一般	0.691	0.220
31534	ヒーティング	ヒーティング	名詞-普通名詞-一般	0.691	0.220
31535	牧者	ボクシャ	名詞-普通名詞-一般	0.691	0.220
31536	槍投げ	ヤリナゲ	名詞-普通名詞-一般	0.691	0.220
31537	アフラトキシン	アフラトキシン	名詞-普通名詞-一般	0.691	0.210
31538	カブリ	カブリ	名詞-普通名詞-一般	0.691	0.210
31539	グラハム	グラハム	名詞-普通名詞-一般	0.691	0.210
31540	直帰	チョッキ	名詞-普通名詞-サ変可能	0.691	0.210
31541	ブラフ	ブラフ	名詞-普通名詞-一般	0.691	0.210
31542	ＮＹＭＥＸ	エヌワイエムイーエックス	名詞-普通名詞-一般	0.691	0.201
31543	貸し剥がし	カシハガシ	名詞-普通名詞-一般	0.691	0.201
31544	苦節	クセツ	名詞-普通名詞-一般	0.691	0.201
31545	生葉	ショウヨウ	名詞-普通名詞-一般	0.691	0.201
31546	桜鱒	サクラマス	名詞-普通名詞-一般	0.691	0.191
31547	サーフェス	サーフェス	名詞-普通名詞-一般	0.691	0.191
31548	インプレス	インプレス	名詞-普通名詞-一般	0.691	0.182
31549	改稿	カイコウ	名詞-普通名詞-サ変可能	0.691	0.182
31550	カーポ	カーポ	名詞-普通名詞-一般	0.691	0.182
31551	キドニー	キドニー	名詞-普通名詞-一般	0.691	0.182
31552	サティアン	サティアン	名詞-普通名詞-一般	0.691	0.182
31553	シルフ	シルフ	名詞-普通名詞-一般	0.691	0.182
31554	シンギング	シンギング	名詞-普通名詞-一般	0.691	0.182
31555	宝船	タカラブネ	名詞-普通名詞-一般	0.691	0.182
31556	打力	ダリョク	名詞-普通名詞-一般	0.691	0.182
31557	鰻丼	ウナドン	名詞-普通名詞-一般	0.691	0.172
31558	ごちゃ	ゴチャ	副詞	0.691	0.172
31559	白化	ハッカ	名詞-普通名詞-サ変可能	0.691	0.172
31560	マルキ	マルキ	名詞-普通名詞-一般	0.691	0.172
31561	打たす	ウタス	動詞-一般	0.691	0.163
31562	艦名	カンメイ	名詞-普通名詞-一般	0.691	0.163
31563	増結	ゾウケツ	名詞-普通名詞-サ変可能	0.691	0.163
31564	如何様師	イカサマシ	名詞-普通名詞-一般	0.691	0.153
